==========> Fault Simulation Begins at                    0 
Undetected fault:   SerialFS_TB.FUT._1176_/Y to 0 at               412200
Undetected fault:   SerialFS_TB.FUT._1176_/A to 1 at               412410
Undetected fault:   SerialFS_TB.FUT._1176_/B to 1 at               412620
Undetected fault:   SerialFS_TB.FUT._1178_/B to 0 at               412830
Undetected fault:   SerialFS_TB.FUT._1178_/Y to 1 at               413040
Undetected fault:   SerialFS_TB.FUT._1177_/B to 0 at               413250
Undetected fault:   SerialFS_TB.FUT._1177_/A to 0 at               413460
Undetected fault:   SerialFS_TB.FUT._1177_/Y to 0 at               413670
Undetected fault:   SerialFS_TB.FUT._1177_/B to 1 at               413880
Undetected fault:   SerialFS_TB.FUT._1177_/A to 1 at               414090
Undetected fault:   SerialFS_TB.FUT._1178_/A to 0 at               414300
Undetected fault:   SerialFS_TB.FUT._1176_/B to 0 at               414510
Undetected fault:   SerialFS_TB.FUT._1176_/A to 0 at               414720
Undetected fault:   SerialFS_TB.FUT._1178_/Y to 0 at               414930
Undetected fault:   SerialFS_TB.FUT._1178_/A to 1 at               415140
Undetected fault:   SerialFS_TB.FUT._1178_/B to 1 at               415350
Undetected fault:   SerialFS_TB.FUT._1177_/Y to 1 at               415560
Undetected fault:   SerialFS_TB.FUT._1176_/Y to 1 at               415770
Undetected fault:   SerialFS_TB.FUT._1179_/Y to 0 at               415980
Undetected fault:   SerialFS_TB.FUT._1179_/B to 1 at               416190
Undetected fault:   SerialFS_TB.FUT._1179_/A to 1 at               416400
Undetected fault:   SerialFS_TB.FUT._1179_/B to 0 at               416610
Undetected fault:   SerialFS_TB.FUT._1179_/A to 0 at               416820
Undetected fault:   SerialFS_TB.FUT._1179_/Y to 1 at               417030
Undetected fault:   SerialFS_TB.FUT._1180_/Y to 0 at               417240
Undetected fault:   SerialFS_TB.FUT._1180_/B to 1 at               417450
Undetected fault:   SerialFS_TB.FUT._1180_/A to 1 at               417660
Undetected fault:   SerialFS_TB.FUT._1180_/Y to 1 at               417870
Undetected fault:   SerialFS_TB.FUT._1180_/A to 0 at               418080
Undetected fault:   SerialFS_TB.FUT._1180_/B to 0 at               418290
Undetected fault:   SerialFS_TB.FUT._1181_/Y to 0 at               418500
Undetected fault:   SerialFS_TB.FUT._1181_/A to 1 at               418710
Undetected fault:   SerialFS_TB.FUT._1181_/B to 1 at               418920
Undetected fault:   SerialFS_TB.FUT._1181_/B to 0 at               419130
Undetected fault:   SerialFS_TB.FUT._1181_/A to 0 at               419340
Undetected fault:   SerialFS_TB.FUT._1181_/Y to 1 at               419550
Undetected fault:   SerialFS_TB.FUT._1185_/Y to 1 at               419760
Undetected fault:   SerialFS_TB.FUT._1185_/A to 0 at               419970
Undetected fault:   SerialFS_TB.FUT._1184_/Y to 0 at               420180
Undetected fault:   SerialFS_TB.FUT._1184_/A to 1 at               420390
Undetected fault:   SerialFS_TB.FUT._1184_/B to 1 at               420600
Undetected fault:   SerialFS_TB.FUT._1184_/B to 0 at               420810
Undetected fault:   SerialFS_TB.FUT._1184_/A to 0 at               421020
Undetected fault:   SerialFS_TB.FUT._1185_/Y to 0 at               421230
Undetected fault:   SerialFS_TB.FUT._1185_/A to 1 at               421440
Undetected fault:   SerialFS_TB.FUT._1184_/Y to 1 at               421650
Undetected fault:   SerialFS_TB.FUT._1186_/Y to 0 at               421860
Undetected fault:   SerialFS_TB.FUT._1186_/A to 1 at               422070
Undetected fault:   SerialFS_TB.FUT._1186_/B to 1 at               422280
Undetected fault:   SerialFS_TB.FUT._1186_/B to 0 at               422490
Undetected fault:   SerialFS_TB.FUT._1186_/A to 0 at               422700
Undetected fault:   SerialFS_TB.FUT._1186_/Y to 1 at               422910
Undetected fault:   SerialFS_TB.FUT._1187_/Y to 0 at               423120
Undetected fault:   SerialFS_TB.FUT._1187_/A to 1 at               423330
Undetected fault:   SerialFS_TB.FUT._1187_/Y to 1 at               423540
Undetected fault:   SerialFS_TB.FUT._1187_/A to 0 at               423750
Undetected fault:   SerialFS_TB.FUT._1188_/Y to 0 at               423960
Undetected fault:   SerialFS_TB.FUT._1188_/A to 1 at               424170
Undetected fault:   SerialFS_TB.FUT._1188_/B to 1 at               424380
Undetected fault:   SerialFS_TB.FUT._1188_/B to 0 at               424590
Undetected fault:   SerialFS_TB.FUT._1188_/A to 0 at               424800
Undetected fault:   SerialFS_TB.FUT._1188_/Y to 1 at               425010
Undetected fault:   SerialFS_TB.FUT._1189_/Y to 0 at               425220
Undetected fault:   SerialFS_TB.FUT._1189_/B to 1 at               425430
Undetected fault:   SerialFS_TB.FUT._1189_/A to 1 at               425640
Undetected fault:   SerialFS_TB.FUT._1192_/B to 0 at               425850
Undetected fault:   SerialFS_TB.FUT.N2755 to 1 at               426060
Undetected fault:   SerialFS_TB.FUT._1192_/Y to 1 at               426270
Undetected fault:   SerialFS_TB.FUT._1191_/B to 0 at               426480
Undetected fault:   SerialFS_TB.FUT._1191_/Y to 0 at               426900
Undetected fault:   SerialFS_TB.FUT._1191_/B to 1 at               427110
Undetected fault:   SerialFS_TB.FUT._1191_/A to 1 at               427320
Undetected fault:   SerialFS_TB.FUT._1192_/A to 0 at               427530
Undetected fault:   SerialFS_TB.FUT._1189_/A to 0 at               427950
Undetected fault:   SerialFS_TB.FUT._1190_/B to 1 at               429630
Undetected fault:   SerialFS_TB.FUT._1190_/A to 1 at               429840
Undetected fault:   SerialFS_TB.FUT._1190_/Y to 1 at               430050
Undetected fault:   SerialFS_TB.FUT._1190_/A to 0 at               430260
Undetected fault:   SerialFS_TB.FUT._1190_/B to 0 at               430470
Undetected fault:   SerialFS_TB.FUT._1193_/Y to 0 at               430680
Undetected fault:   SerialFS_TB.FUT._1193_/B to 1 at               430890
Undetected fault:   SerialFS_TB.FUT._1193_/A to 1 at               431100
Undetected fault:   SerialFS_TB.FUT._1193_/Y to 1 at               431310
Undetected fault:   SerialFS_TB.FUT._1193_/A to 0 at               431520
Undetected fault:   SerialFS_TB.FUT._1193_/B to 0 at               431730
Undetected fault:   SerialFS_TB.FUT._1195_/Y to 1 at               431940
Undetected fault:   SerialFS_TB.FUT._1195_/A to 0 at               432150
Undetected fault:   SerialFS_TB.FUT._1195_/B to 0 at               432360
Undetected fault:   SerialFS_TB.FUT._1194_/Y to 0 at               432570
Undetected fault:   SerialFS_TB.FUT._1194_/A to 1 at               432780
Undetected fault:   SerialFS_TB.FUT._1194_/B to 1 at               432990
Undetected fault:   SerialFS_TB.FUT._1195_/B to 1 at               433200
Undetected fault:   SerialFS_TB.FUT._1195_/Y to 0 at               433410
Undetected fault:   SerialFS_TB.FUT._1194_/B to 0 at               433620
Undetected fault:   SerialFS_TB.FUT._1194_/A to 0 at               433830
Undetected fault:   SerialFS_TB.FUT._1194_/Y to 1 at               434040
Undetected fault:   SerialFS_TB.FUT._1195_/A to 1 at               434250
Undetected fault:   SerialFS_TB.FUT.N2756 to 0 at               435720
Undetected fault:   SerialFS_TB.FUT._1201_/Y to 0 at               435930
Undetected fault:   SerialFS_TB.FUT._1200_/B to 1 at               436140
Undetected fault:   SerialFS_TB.FUT._1200_/Y to 1 at               436560
Undetected fault:   SerialFS_TB.FUT._1200_/B to 0 at               436770
Undetected fault:   SerialFS_TB.FUT._1200_/A to 0 at               436980
Undetected fault:   SerialFS_TB.FUT._1201_/A to 1 at               437190
Undetected fault:   SerialFS_TB.FUT._1196_/A to 1 at               437610
Undetected fault:   SerialFS_TB.FUT._1196_/Y to 1 at               437820
Undetected fault:   SerialFS_TB.FUT._1196_/B to 0 at               438030
Undetected fault:   SerialFS_TB.FUT._1196_/A to 0 at               438240
Undetected fault:   SerialFS_TB.FUT._1201_/B to 1 at               438450
Undetected fault:   SerialFS_TB.FUT._1197_/Y to 0 at               438660
Undetected fault:   SerialFS_TB.FUT._1197_/A to 1 at               438870
Undetected fault:   SerialFS_TB.FUT._1197_/B to 1 at               439080
Undetected fault:   SerialFS_TB.FUT._1197_/B to 0 at               439290
Undetected fault:   SerialFS_TB.FUT._1197_/A to 0 at               439500
Undetected fault:   SerialFS_TB.FUT._1197_/Y to 1 at               439710
Undetected fault:   SerialFS_TB.FUT._1198_/Y to 0 at               439920
Undetected fault:   SerialFS_TB.FUT._1199_/A to 0 at               440130
Undetected fault:   SerialFS_TB.FUT._1199_/B to 0 at               440340
Undetected fault:   SerialFS_TB.FUT._1198_/B to 1 at               440760
Undetected fault:   SerialFS_TB.FUT._1198_/A to 1 at               440970
Undetected fault:   SerialFS_TB.FUT._1199_/Y to 0 at               441180
Undetected fault:   SerialFS_TB.FUT._1199_/A to 1 at               441390
Undetected fault:   SerialFS_TB.FUT._1199_/B to 1 at               441600
Undetected fault:   SerialFS_TB.FUT._1198_/Y to 1 at               441810
Undetected fault:   SerialFS_TB.FUT._1198_/A to 0 at               442020
Undetected fault:   SerialFS_TB.FUT._1198_/B to 0 at               442230
Undetected fault:   SerialFS_TB.FUT._1202_/Y to 0 at               442440
Undetected fault:   SerialFS_TB.FUT._1202_/A to 1 at               442650
Undetected fault:   SerialFS_TB.FUT._1202_/B to 0 at               443070
Undetected fault:   SerialFS_TB.FUT._1202_/A to 0 at               443280
Undetected fault:   SerialFS_TB.FUT._1202_/Y to 1 at               443490
Undetected fault:   SerialFS_TB.FUT._1203_/Y to 0 at               443700
Undetected fault:   SerialFS_TB.FUT._1203_/A to 1 at               443910
Undetected fault:   SerialFS_TB.FUT._1204_/A to 0 at               444120
Undetected fault:   SerialFS_TB.FUT._1205_/B to 0 at               444330
Undetected fault:   SerialFS_TB.FUT._1205_/Y to 1 at               444540
Undetected fault:   SerialFS_TB.FUT._1204_/B to 0 at               444750
Undetected fault:   SerialFS_TB.FUT._1205_/Y to 0 at               444960
Undetected fault:   SerialFS_TB.FUT._1205_/B to 1 at               445170
Undetected fault:   SerialFS_TB.FUT._1205_/A to 1 at               445380
Undetected fault:   SerialFS_TB.FUT._1204_/Y to 1 at               445590
Undetected fault:   SerialFS_TB.FUT._1204_/Y to 0 at               445800
Undetected fault:   SerialFS_TB.FUT._1204_/A to 1 at               446010
Undetected fault:   SerialFS_TB.FUT._1204_/B to 1 at               446220
Undetected fault:   SerialFS_TB.FUT._1203_/Y to 1 at               446430
Undetected fault:   SerialFS_TB.FUT._1203_/A to 0 at               446640
Undetected fault:   SerialFS_TB.FUT._1205_/A to 0 at               446850
Undetected fault:   SerialFS_TB.FUT._1206_/Y to 0 at               447060
Undetected fault:   SerialFS_TB.FUT._1206_/A to 1 at               447270
Undetected fault:   SerialFS_TB.FUT._1206_/B to 1 at               447480
Undetected fault:   SerialFS_TB.FUT._1206_/B to 0 at               447690
Undetected fault:   SerialFS_TB.FUT._1206_/A to 0 at               447900
Undetected fault:   SerialFS_TB.FUT._1206_/Y to 1 at               448110
Undetected fault:   SerialFS_TB.FUT._1207_/Y to 0 at               448320
Undetected fault:   SerialFS_TB.FUT._1207_/B to 1 at               448530
Undetected fault:   SerialFS_TB.FUT._1207_/A to 1 at               448740
Undetected fault:   SerialFS_TB.FUT._1207_/Y to 1 at               448950
Undetected fault:   SerialFS_TB.FUT._1207_/A to 0 at               449160
Undetected fault:   SerialFS_TB.FUT._1207_/B to 0 at               449370
Undetected fault:   SerialFS_TB.FUT._1208_/Y to 0 at               449580
Undetected fault:   SerialFS_TB.FUT._1208_/A to 1 at               449790
Undetected fault:   SerialFS_TB.FUT._1208_/B to 1 at               450000
Undetected fault:   SerialFS_TB.FUT._1208_/B to 0 at               450210
Undetected fault:   SerialFS_TB.FUT._1208_/A to 0 at               450420
Undetected fault:   SerialFS_TB.FUT._1208_/Y to 1 at               450630
Undetected fault:   SerialFS_TB.FUT._1209_/B to 1 at               451050
Undetected fault:   SerialFS_TB.FUT._1209_/A to 1 at               451260
Undetected fault:   SerialFS_TB.FUT._1209_/Y to 1 at               451470
Undetected fault:   SerialFS_TB.FUT._1209_/A to 0 at               451680
Undetected fault:   SerialFS_TB.FUT._1209_/B to 0 at               451890
Undetected fault:   SerialFS_TB.FUT._1210_/Y to 0 at               452100
Undetected fault:   SerialFS_TB.FUT._1210_/A to 1 at               452310
Undetected fault:   SerialFS_TB.FUT._1211_/A to 0 at               452520
Undetected fault:   SerialFS_TB.FUT._1212_/B to 0 at               453150
Undetected fault:   SerialFS_TB.FUT._1212_/Y to 0 at               453570
Undetected fault:   SerialFS_TB.FUT._1212_/B to 1 at               453780
Undetected fault:   SerialFS_TB.FUT._1212_/A to 1 at               453990
Undetected fault:   SerialFS_TB.FUT._1213_/A to 0 at               454200
Undetected fault:   SerialFS_TB.FUT._1211_/B to 0 at               454410
Undetected fault:   SerialFS_TB.FUT.N2762 to 0 at               454620
Undetected fault:   SerialFS_TB.FUT._1213_/Y to 0 at               454830
Undetected fault:   SerialFS_TB.FUT._1213_/B to 1 at               455040
Undetected fault:   SerialFS_TB.FUT._1213_/A to 1 at               455250
Undetected fault:   SerialFS_TB.FUT._1211_/Y to 1 at               455460
Undetected fault:   SerialFS_TB.FUT._1212_/Y to 1 at               455670
Undetected fault:   SerialFS_TB.FUT._1214_/Y to 0 at               457140
Undetected fault:   SerialFS_TB.FUT._1214_/A to 1 at               457350
Undetected fault:   SerialFS_TB.FUT._1214_/B to 1 at               457560
Undetected fault:   SerialFS_TB.FUT._1214_/B to 0 at               457770
Undetected fault:   SerialFS_TB.FUT._1214_/A to 0 at               457980
Undetected fault:   SerialFS_TB.FUT._1214_/Y to 1 at               458190
Undetected fault:   SerialFS_TB.FUT._1215_/Y to 0 at               458400
Undetected fault:   SerialFS_TB.FUT._1215_/A to 1 at               458610
Undetected fault:   SerialFS_TB.FUT._1215_/Y to 1 at               458820
Undetected fault:   SerialFS_TB.FUT._1215_/A to 0 at               459030
Undetected fault:   SerialFS_TB.FUT._1216_/Y to 0 at               459240
Undetected fault:   SerialFS_TB.FUT._1216_/A to 1 at               459450
Undetected fault:   SerialFS_TB.FUT._1216_/B to 1 at               459660
Undetected fault:   SerialFS_TB.FUT._1216_/B to 0 at               459870
Undetected fault:   SerialFS_TB.FUT._1216_/A to 0 at               460080
Undetected fault:   SerialFS_TB.FUT._1216_/Y to 1 at               460290
Undetected fault:   SerialFS_TB.FUT._1217_/Y to 0 at               460500
Undetected fault:   SerialFS_TB.FUT._1217_/A to 1 at               460710
Undetected fault:   SerialFS_TB.FUT._1218_/A to 0 at               460920
Undetected fault:   SerialFS_TB.FUT._1218_/B to 0 at               461130
Undetected fault:   SerialFS_TB.FUT._1218_/Y to 1 at               461340
